ExperimentName,Subject,Session,Block,cue_target,Direction,ListNum,JOL,JOL RT,Block,cue_target,ListNum,Recall_Response,Scored,Recall RT
D_JOL A 2,117,1,BlockProc2,Keys - Joke,U,69,0,10727,BlockProc2,Listen - ?,69,hear,,2171
D_JOL A 2,117,1,BlockProc2,Cake - Clothes,U,70,20,2282,BlockProc2,Keys - ?,70,open,,3556
D_JOL A 2,117,1,BlockProc2,Name - Hate,U,71,40,3835,BlockProc2,Cake - ?,71,batte,,4654
D_JOL A 2,117,1,BlockProc2,Fuzzy - Bang,U,72,,3384,BlockProc2,Name - ?,72,watch,,5806
D_JOL A 2,117,1,BlockProc2,Moat - Clear,U,73,30,2698,BlockProc2,Fuzzy - ?,73,warm,,2506
D_JOL A 2,117,1,BlockProc2,Lease - Toil,U,74,30,2010,BlockProc2,Moat - ?,74,clear,,2479
D_JOL A 2,117,1,BlockProc2,Loan - Sign,U,75,45,3115,BlockProc2,Lease - ?,75,give,,5730
D_JOL A 2,117,1,BlockProc2,Both - Ounce,U,76,40,4194,BlockProc2,Loan - ?,76,take,,8334
D_JOL A 2,117,1,BlockProc2,Temperature - Morning,U,77,30,7423,BlockProc2,Both - ?,77,two,,3745
D_JOL A 2,117,1,BlockProc2,Mirror - Children,U,78,25,6961,BlockProc2,Temperature - ?,78,cold,,15202
D_JOL A 2,117,1,BlockProc2,Main - Scar,U,79,40,2249,BlockProc2,Mirror - ?,79,reflection,,5044
D_JOL A 2,117,1,BlockProc2,Charm - Vehicle,U,80,50,3147,BlockProc2,Main - ?,80,road,,5225
D_JOL B 2,118,1,BlockProc2,Extension - Long,F,1,100,3318,BlockProc2,Extension - ?,1,long,,3634
D_JOL B 2,118,1,BlockProc2,Clue - Game,F,2,99,2144,BlockProc2,Clue - ?,2,game,,2950
D_JOL B 2,118,1,BlockProc2,Cactus - Plant,F,3,100,2172,BlockProc2,Cactus - ?,3,plant,,2515
D_JOL B 2,118,1,BlockProc2,Shoelace - Tie,F,4,89,3781,BlockProc2,Shoelace - ?,4,shoe,,3478
D_JOL B 2,118,1,BlockProc2,Detective - Mystery,F,5,98,3107,BlockProc2,Detective - ?,5,spy,,4205
D_JOL B 2,118,1,BlockProc2,Adjourn - End,F,6,13,3296,BlockProc2,Adjourn - ?,6,,,2662
D_JOL B 2,118,1,BlockProc2,Furry - Dog,F,7,100,1678,BlockProc2,Furry - ?,7,dog,,1980
D_JOL B 2,118,1,BlockProc2,Litter - Trash,F,8,100,2671,BlockProc2,Litter - ?,8,trash,,3416
D_JOL B 2,118,1,BlockProc2,Cherry - Red,F,9,100,2684,BlockProc2,Cherry - ?,9,red,,1728
D_JOL B 2,118,1,BlockProc2,Scalp - Head,F,10,99,2650,BlockProc2,Scalp - ?,10,head,,2137
D_JOL B 2,118,1,BlockProc2,Driver - Car,F,11,100,2770,BlockProc2,Driver - ?,11,car,,13104
D_JOL B 2,118,1,BlockProc2,Chop - Cut,F,12,100,3465,BlockProc2,Chop - ?,12,cut,,6796
D_JOL B 2,118,1,BlockProc2,Mule - Donkey,F,13,100,3787,BlockProc2,Mule - ?,13,donkey,,4752
D_JOL B 2,118,1,BlockProc2,Document - Paper,F,14,100,4264,BlockProc2,Document - ?,14,paper,,2673
D_JOL B 2,118,1,BlockProc2,Incense - Smell,F,15,100,1959,BlockProc2,Incense - ?,15,smell,,5360
D_JOL B 2,118,1,BlockProc2,Dine - Eat,F,16,100,2900,BlockProc2,Dine - ?,16,eat,,6543
D_JOL B 2,118,1,BlockProc2,Shears - Scissors,F,17,100,2213,BlockProc2,Shears - ?,17,scissors,,2697
D_JOL B 2,118,1,BlockProc2,Feud - Fight,F,18,100,2267,BlockProc2,Feud - ?,18,fight,,3416
D_JOL B 2,118,1,BlockProc2,Chill - Cold,F,19,100,3303,BlockProc2,Chill - ?,19,cold,,12278
D_JOL B 2,118,1,BlockProc2,Affection - Love,F,20,100,2759,BlockProc2,Affection - ?,20,love,,1728
D_JOL B 2,118,1,BlockProc2,Turn - Flip,B,21,95,6030,BlockProc2,Turn - ?,21,twist,,2955
D_JOL B 2,118,1,BlockProc2,Car - Windshield,B,22,100,2143,BlockProc2,Car - ?,22,steer,,11296
D_JOL B 2,118,1,BlockProc2,Bad - Villain,B,23,100,3539,BlockProc2,Bad - ?,23,good,,3426
D_JOL B 2,118,1,BlockProc2,Bird - Penguin,B,24,98,3676,BlockProc2,Bird - ?,24,penguin,,4104
D_JOL B 2,118,1,BlockProc2,Star - Actress,B,25,,1627,BlockProc2,Star - ?,25,gaze,,4994
D_JOL B 2,118,1,BlockProc2,Thread - Thimble,B,26,99,8453,BlockProc2,Thread - ?,26,thimble,,3173
D_JOL B 2,118,1,BlockProc2,Even - Revenge,B,27,89,4749,BlockProc2,Even - ?,27,Odd,,4104
D_JOL B 2,118,1,BlockProc2,Pop - Balloon,B,28,98,2494,BlockProc2,Pop - ?,28,tart,,5810
D_JOL B 2,118,1,BlockProc2,Fruit - Strawberry,B,29,65,5025,BlockProc2,Fruit - ?,29,apple,,8817
D_JOL B 2,118,1,BlockProc2,Best - Favorite,B,30,97,8986,BlockProc2,Best - ?,30,favorite,,8266
D_JOL B 2,118,1,BlockProc2,Cat - Panther,B,31,98,3621,BlockProc2,Cat - ?,31,pet,,8495
D_JOL B 2,118,1,BlockProc2,Glass - Breakable,B,32,95,3101,BlockProc2,Glass - ?,32,steel,,4228
D_JOL B 2,118,1,BlockProc2,Dead - Coffin,B,33,100,2019,BlockProc2,Dead - ?,33,alive,,8828
D_JOL B 2,118,1,BlockProc2,Plane - Aircraft,B,34,100,3763,BlockProc2,Plane - ?,34,air,,15854
D_JOL B 2,118,1,BlockProc2,Fish - Sardine,B,35,66,3434,BlockProc2,Fish - ?,35,rod,,7758
D_JOL B 2,118,1,BlockProc2,Baseball - League,B,36,100,3685,BlockProc2,Baseball - ?,36,league,,6200
D_JOL B 2,118,1,BlockProc2,Money - Banker,B,37,100,3366,BlockProc2,Money - ?,37,bank,,2400
D_JOL B 2,118,1,BlockProc2,Honest - Truthful,B,38,55,5202,BlockProc2,Honest - ?,38,lie,,6535
D_JOL B 2,118,1,BlockProc2,Sleep - Nap,B,39,100,3373,BlockProc2,Sleep - ?,39,nap,,5308
D_JOL B 2,118,1,BlockProc2,Fight - Brawl,B,40,100,5266,BlockProc2,Fight - ?,40,brawl,,3856
D_JOL B 2,118,1,BlockProc2,Razor - Shave,S,41,100,4457,BlockProc2,Razor - ?,41,blade,,4350
D_JOL B 2,118,1,BlockProc2,Rights - Equal,S,42,100,4783,BlockProc2,Rights - ?,42,politics,,7129
D_JOL B 2,118,1,BlockProc2,Mason - Jar,S,43,100,2175,BlockProc2,Mason - ?,43,jar,,1986
D_JOL B 2,118,1,BlockProc2,Candle - Wax,S,44,100,3944,BlockProc2,Candle - ?,44,wax,,3208
D_JOL B 2,118,1,BlockProc2,Wrist - Bracelet,S,45,98,2500,BlockProc2,Wrist - ?,45,hand,,9289
D_JOL B 2,118,1,BlockProc2,Element - Carbon,S,46,55,3708,BlockProc2,Element - ?,46,carbon,,11896
D_JOL B 2,118,1,BlockProc2,Gone - Away,S,47,95,8743,BlockProc2,Gone - ?,47,left,,12177
D_JOL B 2,118,1,BlockProc2,Water - Drink,S,48,50,7854,BlockProc2,Water,48,water,,4294
D_JOL B 2,118,1,BlockProc2,Earth - Ground,S,49,88,9366,BlockProc2,Earth - ?,49,round,,2994
D_JOL B 2,118,1,BlockProc2,Alone - Lonely,S,50,100,3314,BlockProc2,Alone - ?,50,together,,11374
D_JOL B 2,118,1,BlockProc2,Dry - Wet,S,51,100,1809,BlockProc2,Dry - ?,51,wet,,3174
D_JOL B 2,118,1,BlockProc2,Safety - Seatbelt,S,52,100,3045,BlockProc2,Safety - ?,52,belt,,2394
D_JOL B 2,118,1,BlockProc2,Truth - Lie,S,53,94,4128,BlockProc2,Truth - ?,53,lie,,3962
D_JOL B 2,118,1,BlockProc2,Phone - Communication,S,54,100,2256,BlockProc2,Phone - ?,54,ring,,2819
D_JOL B 2,118,1,BlockProc2,Rod - Reel,S,55,100,3560,BlockProc2,Rod - ?,55,reel,,3221
D_JOL B 2,118,1,BlockProc2,Flea - Tick,S,56,95,5852,BlockProc2,Flea - ?,56,tick,,3164
D_JOL B 2,118,1,BlockProc2,Loud - Noise,S,57,100,3882,BlockProc2,Loud - ?,57,noise,,3594
D_JOL B 2,118,1,BlockProc2,Own - Have,S,58,0,3865,BlockProc2,Own - ?,58,,,25461
D_JOL B 2,118,1,BlockProc2,Tantrum - Temper,S,59,99,3921,BlockProc2,Tantrum - ?,59,angry,,4292
D_JOL B 2,118,1,BlockProc2,Sun - Tan,S,60,66,5361,BlockProc2,Sun - ?,60,light,,3897
D_JOL B 2,118,1,BlockProc2,Justice - Maroon,U,61,85,6667,BlockProc2,Justice - ?,61,liberty,,10835
D_JOL B 2,118,1,BlockProc2,Stretch - Cloth,U,62,99,2899,BlockProc2,Stretch - ?,62,long,,9010
D_JOL B 2,118,1,BlockProc2,Give - Steak,U,63,90,6592,BlockProc2,Give - ?,63,take,,2082
D_JOL B 2,118,1,BlockProc2,Maze - Election,U,64,98,2591,BlockProc2,Maze - ?,64,mouse,,17601
D_JOL B 2,118,1,BlockProc2,Meat - Obtain,U,65,80,5947,BlockProc2,Vehicle - ?,65,car,,3039
D_JOL B 2,118,1,BlockProc2,Crackle - Able,U,66,50,7200,BlockProc2,Meat - ?,66,Favorite,,9671
D_JOL B 2,118,1,BlockProc2,Shell - Snake,U,67,10,2911,BlockProc2,Crackle - ?,67,pop,,5775
D_JOL B 2,118,1,BlockProc2,Listen - Fiction,U,68,,591,BlockProc2,Shell - ?,68,snake,,2399
D_JOL B 2,118,1,BlockProc2,Keys - Joke,U,69,78,3745,BlockProc2,Listen - ?,69,hear,,14536
D_JOL B 2,118,1,BlockProc2,Cake - Clothes,U,70,80,4930,BlockProc2,Keys - ?,70,music,,21793
D_JOL B 2,118,1,BlockProc2,Name - Hate,U,71,85,4425,BlockProc2,Cake - ?,71,clothes,,3726
D_JOL B 2,118,1,BlockProc2,Fuzzy - Bang,U,72,100,4420,BlockProc2,Name - ?,72,,,6918
D_JOL B 2,118,1,BlockProc2,Moat - Clear,U,73,77,8334,BlockProc2,Fuzzy - ?,73,ball,,9552
D_JOL B 2,118,1,BlockProc2,Lease - Toil,U,74,65,4005,BlockProc2,Moat - ?,74,water,,3564
D_JOL B 2,118,1,BlockProc2,Loan - Sign,U,75,88,5244,BlockProc2,Lease - ?,75,house,,16871
D_JOL B 2,118,1,BlockProc2,Both - Ounce,U,76,55,3889,BlockProc2,Loan - ?,76,sign,,5908
D_JOL B 2,118,1,BlockProc2,Temperature - Morning,U,77,78,3705,BlockProc2,Both - ?,77,different,,10295
D_JOL B 2,118,1,BlockProc2,Mirror - Children,U,78,65,3056,BlockProc2,Temperature - ?,78,hot,,2642
D_JOL B 2,118,1,BlockProc2,Main - Scar,U,79,98,3144,BlockProc2,Mirror - ?,79,maze,,3475
D_JOL B 2,118,1,BlockProc2,Charm - Vehicle,U,80,89,5642,BlockProc2,Main - ?,80,scar,,7601
D_JOL C 2,119,1,BlockProc2,Flip - Turn,F,1,20,2587,BlockProc2,Flip - ?,1,around,,4242
D_JOL C 2,119,1,BlockProc2,Windshield - Car,F,2,100,1259,BlockProc2,Windshield - ?,2,car,,6585
D_JOL C 2,119,1,BlockProc2,Villain - Bad,F,3,100,2383,BlockProc2,Villain - ?,3,bad,,2013
D_JOL C 2,119,1,BlockProc2,Penguin - Bird,F,4,100,2023,BlockProc2,Penguin - ?,4,bird,,1896
D_JOL C 2,119,1,BlockProc2,Actress - Star,F,5,100,1264,BlockProc2,Actress - ?,5,star,,2056
D_JOL C 2,119,1,BlockProc2,Thimble - Thread,F,6,80,3057,BlockProc2,Thimble - ?,6,thread,,5419
D_JOL C 2,119,1,BlockProc2,Revenge - Even,F,7,100,2062,BlockProc2,Revenge - ?,7,beat,,6867
D_JOL C 2,119,1,BlockProc2,Balloon - Pop,F,8,100,1278,BlockProc2,Balloon - ?,8,pop,,1541
D_JOL C 2,119,1,BlockProc2,Strawberry - Fruit,F,9,100,1391,BlockProc2,Strawberry - ?,9,fruit,,4194
D_JOL C 2,119,1,BlockProc2,Favorite - Best,F,10,90,3639,BlockProc2,Favorite - ?,10,thing,,3454
D_JOL C 2,119,1,BlockProc2,Panther - Cat,F,11,20,2575,BlockProc2,Panther - ?,11,cat,,2107
D_JOL C 2,119,1,BlockProc2,Breakable - Glass,F,12,100,2636,BlockProc2,Breakable - ?,12,glass,,2297
D_JOL C 2,119,1,BlockProc2,Coffin - Dead,F,13,100,1369,BlockProc2,Coffin - ?,13,dead,,2525
D_JOL C 2,119,1,BlockProc2,Aircraft - Plane,F,14,100,1403,BlockProc2,Aircraft - ?,14,plane,,2434
D_JOL C 2,119,1,BlockProc2,Sardine - Fish,F,15,100,1815,BlockProc2,Sardine - ?,15,fish,,2253
D_JOL C 2,119,1,BlockProc2,League - Baseball,F,16,100,1834,BlockProc2,League - ?,16,basebll,,3669
D_JOL C 2,119,1,BlockProc2,Banker - Money,F,17,80,2946,BlockProc2,Banker - ?,17,money,,5483
D_JOL C 2,119,1,BlockProc2,Truthful - Honest,F,18,100,1347,BlockProc2,Truthful - ?,18,honest,,3538
D_JOL C 2,119,1,BlockProc2,Nap - Sleep,F,19,100,2428,BlockProc2,Nap - ?,19,sleep,,3229
D_JOL C 2,119,1,BlockProc2,Brawl - Fight,F,20,100,1913,BlockProc2,Brawl - ?,20,fight,,2104
D_JOL C 2,119,1,BlockProc2,Long - Extension,B,21,100,1537,BlockProc2,Long - ?,21,short,,2743
D_JOL C 2,119,1,BlockProc2,Game - Clue,B,22,100,1623,BlockProc2,Game - ?,22,sy,,8672
D_JOL C 2,119,1,BlockProc2,Tie - Shoelace,B,23,100,1661,BlockProc2,Plant - ?,23,cactus,,2703
D_JOL C 2,119,1,BlockProc2,Mystery - Detective,B,24,100,2003,BlockProc2,Tie - ?,24,shoe,,2646
D_JOL C 2,119,1,BlockProc2,End - Adjourn,B,25,100,1536,BlockProc2,Mystery - ?,25,clue,,2985
D_JOL C 2,119,1,BlockProc2,Dog - Furry,B,26,100,1733,BlockProc2,End - ?,26,beginning,,6758
D_JOL C 2,119,1,BlockProc2,Trash - Litter,B,27,100,1777,BlockProc2,Dog - ?,27,furry,,4790
D_JOL C 2,119,1,BlockProc2,Red - Cherry,B,28,100,2287,BlockProc2,Trash - ?,28,garbage,,3044
D_JOL C 2,119,1,BlockProc2,Head - Scalp,B,29,100,1432,BlockProc2,Red - ?,29,cherry,,2332
D_JOL C 2,119,1,BlockProc2,Car - Driver,B,30,100,1807,BlockProc2,Head - ?,30,scalp,,4475
D_JOL C 2,119,1,BlockProc2,Cut - Chop,B,31,100,1616,BlockProc2,Car - ?,31,seatbelt,,5339
D_JOL C 2,119,1,BlockProc2,Donkey - Mule,B,32,100,4595,BlockProc2,Cut - ?,32,clip,,11455
D_JOL C 2,119,1,BlockProc2,Paper - Document,B,33,0,2886,BlockProc2,Donkey - ?,33,mule,,3955
D_JOL C 2,119,1,BlockProc2,Smell - Incense,B,34,0,3286,BlockProc2,Paper - ?,34,due,,4768
D_JOL C 2,119,1,BlockProc2,Eat - Dine,B,35,90,4514,BlockProc2,Smell - ?,35,stench,,2877
D_JOL C 2,119,1,BlockProc2,Scissors - Shears,B,36,100,1554,BlockProc2,Eat - ?,36,food,,4303
D_JOL C 2,119,1,BlockProc2,Fight - Feud,B,37,100,1539,BlockProc2,Scissors - ?,37,shear,,2776
D_JOL C 2,119,1,BlockProc2,Plant - Cactus,B,38,100,1266,BlockProc2,Fight - ?,38,brwl,,6171
D_JOL C 2,119,1,BlockProc2,Cold - Chill,B,39,100,1982,BlockProc2,Cold - ?,39,chilly,,2634
D_JOL C 2,119,1,BlockProc2,Love - Affection,B,40,100,3600,BlockProc2,Love - ?,40,affection,,4433
D_JOL C 2,119,1,BlockProc2,Shave - Razor,S,41,100,1630,BlockProc2,Shave - ?,41,razor,,3206
D_JOL C 2,119,1,BlockProc2,Equal - Rights,S,42,100,1797,BlockProc2,Equal - ?,42,parts,,4069
D_JOL C 2,119,1,BlockProc2,Jar - Mason,S,43,100,1981,BlockProc2,Jar - ?,43,mason,,1744
D_JOL C 2,119,1,BlockProc2,Wax - Candle,S,44,100,2106,BlockProc2,Wax - ?,44,bee,,1787
D_JOL C 2,119,1,BlockProc2,Bracelet - Wrist,S,45,100,1856,BlockProc2,Bracelet - ?,45,wrist,,2439
D_JOL C 2,119,1,BlockProc2,Carbon - Element,S,46,100,1438,BlockProc2,Carbon - ?,46,element,,4171
D_JOL C 2,119,1,BlockProc2,Away - Gone,S,47,100,1765,BlockProc2,Away - ?,47,gone,,1889
D_JOL C 2,119,1,BlockProc2,Drink - Water,S,48,0,2785,BlockProc2,Drink - ?,48,water,,2774
D_JOL C 2,119,1,BlockProc2,Ground - Earth,S,49,40,2322,BlockProc2,Ground - ?,49,earth,,4263
D_JOL C 2,119,1,BlockProc2,Lonely - Alone,S,50,100,2281,BlockProc2,Lonely - ?,50,alone,,2258
D_JOL C 2,119,1,BlockProc2,Seatbelt - Safety,S,51,100,1525,BlockProc2,Wet - ?,51,water,,5404
D_JOL C 2,119,1,BlockProc2,Lie - Truth,S,52,0,1998,BlockProc2,Seatbelt - ?,52,car,,8231
D_JOL C 2,119,1,BlockProc2,Communication - Phone,S,53,100,2715,BlockProc2,Lie - ?,53,chea,,6063
D_JOL C 2,119,1,BlockProc2,Reel - Rod,S,54,100,3403,BlockProc2,Communication - ?,54,phone,,3262
D_JOL C 2,119,1,BlockProc2,Tick - Flea,S,55,100,1484,BlockProc2,Reel - ?,55,rod,,3144
D_JOL C 2,119,1,BlockProc2,Noise - Loud,S,56,5,2473,BlockProc2,Tick - ?,56,flea,,2273
D_JOL C 2,119,1,BlockProc2,Have - Own,S,57,100,3789,BlockProc2,Noise - ?,57,loud,,2443
D_JOL C 2,119,1,BlockProc2,Temper - Tantrum,S,58,0,3155,BlockProc2,Temper - ?,58,tantrum,,3504
D_JOL C 2,119,1,BlockProc2,Tan - Sun,S,59,8,3582,BlockProc2,Have - ?,59,give,,2669
D_JOL C 2,119,1,BlockProc2,Maroon - Justice,U,60,90,4426,BlockProc2,Tan - ?,60,sun,,2132
D_JOL C 2,119,1,BlockProc2,Cloth - Stretch,U,61,40,2092,BlockProc2,Maroon - ?,61,jury,,2689
D_JOL C 2,119,1,BlockProc2,Election - Maze,U,62,100,1572,BlockProc2,Cloth - ?,62,clothes,,4409
D_JOL C 2,119,1,BlockProc2,Charm - Vehicle,U,63,100,2136,BlockProc2,Steak - ?,63,give,,3332
D_JOL C 2,119,1,BlockProc2,Obtain - Meat,U,64,100,1776,BlockProc2,Election - ?,64,war,,8893
D_JOL C 2,119,1,BlockProc2,Able - Crackle,U,65,100,2471,BlockProc2,Charm - ?,65,lucky,,3856
D_JOL C 2,119,1,BlockProc2,Shake - Shell,U,66,100,2562,BlockProc2,Obtain - ?,66,get,,3669
D_JOL C 2,119,1,BlockProc2,Fiction - Listen,U,67,20,3884,BlockProc2,Able - ?,67,willing,,4056
D_JOL C 2,119,1,BlockProc2,Joke - Keys,U,68,100,1355,BlockProc2,Shake - ?,68,wiggle,,10305
D_JOL C 2,119,1,BlockProc2,Hate - Name,U,69,,1518,BlockProc2,Fiction - ?,69,fact,,3481
D_JOL C 2,119,1,BlockProc2,Bang - Fuzzy,U,70,100,1765,BlockProc2,Joke - ?,70,laugh,,4646
D_JOL C 2,119,1,BlockProc2,Clear - Moat,U,71,20,1887,BlockProc2,Clothes - ?,71,garmet,,10532
D_JOL C 2,119,1,BlockProc2,Wet - Dry,S,72,100,6452,BlockProc2,Hate - ?,72,love,,2267
D_JOL C 2,119,1,BlockProc2,Steak - Give,U,73,20,3197,BlockProc2,Bang - ?,73,fuzzy,,2732
D_JOL C 2,119,1,BlockProc2,Late - Early,U,74,50,5157,BlockProc2,Clear - ?,74,clean,,5664
D_JOL C 2,119,1,BlockProc2,Toil - Lease,U,75,100,1247,BlockProc2,Toil - ?,75,tired,,8467
D_JOL C 2,119,1,BlockProc2,Sign - Loan,U,76,100,2273,BlockProc2,Sign - ?,76,store,,7539
D_JOL C 2,119,1,BlockProc2,Ounce - Both,U,77,80,2272,BlockProc2,Ounce - ?,77,weigh,,3332
D_JOL C 2,119,1,BlockProc2,Morning - Temperature,U,78,20,1402,BlockProc2,Morning - ?,78,evening,,4519
D_JOL C 2,119,1,BlockProc2,Children - Mirror,U,79,100,1808,BlockProc2,Children - ?,79,kids,,2579
D_JOL C 2,119,1,BlockProc2,Main - Scar,U,80,100,2744,BlockProc2,Main - ?,80,on,,6245
D_JOL D 2,120,1,BlockProc2,Flip - Turn,F,1,4,3398,BlockProc2,Flip - ?,1,,,4129
D_JOL D 2,120,1,BlockProc2,Windshield - Car,F,2,98,5132,BlockProc2,Windshield - ?,2,car,,2508
D_JOL D 2,120,1,BlockProc2,Villain - Bad,F,3,100,3445,BlockProc2,Villain - ?,3,evil,,8556
D_JOL D 2,120,1,BlockProc2,Penguin - Bird,F,4,98,3674,BlockProc2,Penguin - ?,4,bird,,2847
D_JOL D 2,120,1,BlockProc2,Actress - Star,F,5,100,4202,BlockProc2,Actress - ?,5,star,,2394
D_JOL D 2,120,1,BlockProc2,Thimble - Thread,F,6,80,6139,BlockProc2,Thimble - ?,6,thumb,,5247
D_JOL D 2,120,1,BlockProc2,Revenge - Even,F,7,98,2905,BlockProc2,Revenge - ?,7,even,,2877
D_JOL D 2,120,1,BlockProc2,Balloon - Pop,F,8,100,4768,BlockProc2,Balloon - ?,8,pop,,6417
D_JOL D 2,120,1,BlockProc2,Strawberry - Fruit,F,9,100,3958,BlockProc2,Strawberry - ?,9,fruit,,3236
D_JOL D 2,120,1,BlockProc2,Favorite - Best,F,10,95,3213,BlockProc2,Favorite - ?,10,best,,6296
D_JOL D 2,120,1,BlockProc2,Panther - Cat,F,11,100,3849,BlockProc2,Panther - ?,11,cat,,2560
D_JOL D 2,120,1,BlockProc2,Breakable - Glass,F,12,98,3907,BlockProc2,Breakable - ?,12,glass,,2915
D_JOL D 2,120,1,BlockProc2,Coffin - Dead,F,13,100,2249,BlockProc2,Coffin - ?,13,dead,,3162
D_JOL D 2,120,1,BlockProc2,Aircraft - Plane,F,14,89,2920,BlockProc2,Aircraft - ?,14,plane,,4834
D_JOL D 2,120,1,BlockProc2,Sardine - Fish,F,15,89,3255,BlockProc2,Sardine - ?,15,fish,,2301
D_JOL D 2,120,1,BlockProc2,League - Baseball,F,16,100,3479,BlockProc2,League - ?,16,baseball,,3783
D_JOL D 2,120,1,BlockProc2,Banker - Money,F,17,100,3558,BlockProc2,Banker - ?,17,money,,4907
D_JOL D 2,120,1,BlockProc2,Truthful - Honest,F,18,98,3357,BlockProc2,Truthful - ?,18,honest,,3256
D_JOL D 2,120,1,BlockProc2,Nap - Sleep,F,19,100,3444,BlockProc2,Nap - ?,19,sleep,,3003
D_JOL D 2,120,1,BlockProc2,Brawl - Fight,F,20,100,5382,BlockProc2,Brawl - ?,20,,,5808
D_JOL D 2,120,1,BlockProc2,Long - Extension,B,21,98,3820,BlockProc2,Long - ?,21,,,2493
D_JOL D 2,120,1,BlockProc2,Game - Clue,B,22,2,2530,BlockProc2,Game - ?,22,,,4225
D_JOL D 2,120,1,BlockProc2,Tie - Shoelace,B,23,70,4511,BlockProc2,Plant - ?,23,cactus,,2925
D_JOL D 2,120,1,BlockProc2,Mystery - Detective,B,24,98,3881,BlockProc2,Tie - ?,24,shoelace,,3870
D_JOL D 2,120,1,BlockProc2,End - Adjourn,B,25,10,2666,BlockProc2,Mystery - ?,25,detective,,5269
D_JOL D 2,120,1,BlockProc2,Dog - Furry,B,26,100,3891,BlockProc2,End - ?,26,,,3862
D_JOL D 2,120,1,BlockProc2,Trash - Litter,B,27,78,7233,BlockProc2,Dog - ?,27,bark,,10740
D_JOL D 2,120,1,BlockProc2,Red - Cherry,B,28,98,2606,BlockProc2,Trash - ?,28,,,4636
D_JOL D 2,120,1,BlockProc2,Head - Scalp,B,29,85,7253,BlockProc2,Red - ?,29,cherry,,3047
D_JOL D 2,120,1,BlockProc2,Car - Driver,B,30,100,3476,BlockProc2,Head - ?,30,,,5115
D_JOL D 2,120,1,BlockProc2,Cut - Chop,B,31,98,3466,BlockProc2,Car - ?,31,windsheild,,7727
D_JOL D 2,120,1,BlockProc2,Donkey - Mule,B,32,88,4290,BlockProc2,Cut - ?,32,,,8583
D_JOL D 2,120,1,BlockProc2,Paper - Document,B,33,89,3956,BlockProc2,Donkey - ?,33,mule,,2248
D_JOL D 2,120,1,BlockProc2,Smell - Incense,B,34,0,3220,BlockProc2,Paper - ?,34,,,8001
D_JOL D 2,120,1,BlockProc2,Eat - Dine,B,35,89,3404,BlockProc2,Smell - ?,35,,,3100
D_JOL D 2,120,1,BlockProc2,Scissors - Shears,B,36,80,4625,BlockProc2,Eat - ?,36,,,4678
D_JOL D 2,120,1,BlockProc2,Fight - Feud,B,37,89,3204,BlockProc2,Scissors - ?,37,shears,,2738
D_JOL D 2,120,1,BlockProc2,Plant - Cactus,B,38,5,5008,BlockProc2,Fight - ?,38,fued,,2865
D_JOL D 2,120,1,BlockProc2,Cold - Chill,B,39,90,4207,BlockProc2,Cold - ?,39,,,5456
D_JOL D 2,120,1,BlockProc2,Love - Affection,B,40,100,2710,BlockProc2,Love - ?,40,affection,,4758
D_JOL D 2,120,1,BlockProc2,Shave - Razor,S,41,98,4723,BlockProc2,Shave - ?,41,razor,,3427
D_JOL D 2,120,1,BlockProc2,Equal - Rights,S,42,100,3692,BlockProc2,Equal - ?,42,,,3934
D_JOL D 2,120,1,BlockProc2,Jar - Mason,S,43,100,3171,BlockProc2,Jar - ?,43,mason,,3497
D_JOL D 2,120,1,BlockProc2,Wax - Candle,S,44,100,3474,BlockProc2,Wax - ?,44,,,5089
D_JOL D 2,120,1,BlockProc2,Bracelet - Wrist,S,45,100,3597,BlockProc2,Bracelet - ?,45,wrist,,2853
D_JOL D 2,120,1,BlockProc2,Carbon - Element,S,46,78,2808,BlockProc2,Carbon - ?,46,element,,4086
D_JOL D 2,120,1,BlockProc2,Away - Gone,S,47,95,4444,BlockProc2,Away - ?,47,,,4351
D_JOL D 2,120,1,BlockProc2,Drink - Water,S,48,100,4224,BlockProc2,Drink - ?,48,,,5281
D_JOL D 2,120,1,BlockProc2,Ground - Earth,S,49,78,3728,BlockProc2,Ground - ?,49,,,5090
D_JOL D 2,120,1,BlockProc2,Lonely - Alone,S,50,100,5031,BlockProc2,Lonely - ?,50,alone,,2748
D_JOL D 2,120,1,BlockProc2,Seatbelt - Safety,S,51,97,3528,BlockProc2,Wet - ?,51,,,3597
D_JOL D 2,120,1,BlockProc2,Lie - Truth,S,52,98,5946,BlockProc2,Seatbelt - ?,52,saftey,,4102
D_JOL D 2,120,1,BlockProc2,Communication - Phone,S,53,78,4526,BlockProc2,Lie - ?,53,truth,,3626
D_JOL D 2,120,1,BlockProc2,Reel - Rod,S,54,89,3117,BlockProc2,Communication - ?,54,telephone,,10343
D_JOL D 2,120,1,BlockProc2,Tick - Flea,S,55,98,2994,BlockProc2,Reel - ?,55,rod,,2412
D_JOL D 2,120,1,BlockProc2,Noise - Loud,S,56,99,3270,BlockProc2,Tick - ?,56,flea,,4208
D_JOL D 2,120,1,BlockProc2,Have - Own,S,57,0,7677,BlockProc2,Noise - ?,57,loud,,3929
D_JOL D 2,120,1,BlockProc2,Temper - Tantrum,S,58,0,8197,BlockProc2,Temper - ?,58,tantrum,,6472
D_JOL D 2,120,1,BlockProc2,Tan - Sun,S,59,80,6733,BlockProc2,Have - ?,59,,,2639
